"persid";"estanid";"perfilid";"perfil";"perfilgrupo"
"1a3dafad3";"0013PB018";"INVESCOL";"INVESTIGADOR COLABORADOR";"PDI"
"d61e3eea6";"0000PB997";"00060";"AYUDANTE (LOU)";"PDI"
"826bb3b64";"0026PB005";"10024";"GESTOR";"PAS"
"e5f460267";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"0c7e6873f";"0000PB997";"BECMI2U";"BECARIOS MIN. SEGUNDO PER. FPU(CONTRATO)";"PDI"
"e3025b014";"0038PB042";"SP011";"BECARIO";"PDI"
"f2e8f3cc4";"0000PB997";"BECUA1";"BECARIOS UA PRIMER PERIODO (BECA)";"PDI"
"2f78f05de";"0028PB009";"1111";"CUERPO GEN TECNICO DE LA ADMIN. CIVIL ES";"PAS"
"28a8ba7ec";"0026PB003";"A0504";"Profesor titular universidad";"PDI"
"4e418d3ef";"0008PB007";"A0500";"Catedratico de universidad";"PDI"
"186712824";"0021PB016";"6000";"E. TECNICA DE GESTION DE OOAA";"PAS"
"dcc2a0b3b";"0007PB064";"A0505";"Catedratico de escuela universitaria";"PDI"
"dcc2a0b3b";"0007PB064";"CARGO";"CARGO";"OTROS"
"0c9030759";"0031PB041";"A0500";"Catedratico de universidad";"PDI"
"155e62e51";"0015PB001";"A0500";"Catedratico de universidad";"PDI"
"a53cbce87";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"2bacfb19e";"0031PB001";"7003";"E. AYUDANTES ARC, BIB Y C. DOCUM U. A.";"PAS"
"2bbf1d5f5";"0031PB031";"A0506";"Profesor titular escuela universitaria";"PDI"
"c63c56359";"0000PB997";"40138";"ESPECIALISTA TECNICO";"PAS"
"8308bd2a5";"0034PB027";"A0506";"Profesor titular escuela universitaria";"PDI"
"20b97ae38";"0014PB018";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"e84d1c60c";"0024PB048";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"c4068231e";"0026PB014";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"d2072c61d";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"d72f8d86c";"0020PB015";"A0500";"Catedratico de universidad";"PDI"
"d72f8d86c";"0020PB015";"CARGO";"CARGO";"OTROS"
"f6f733779";"0013PB029";"A0504";"Profesor titular universidad";"PDI"
"a398ec40c";"0003PB007";"A0504";"Profesor titular universidad";"PDI"
"cf4f6107b";"0000PB997";"CARGO";"CARGO";"OTROS"
"e70bbaeff";"0016PB016";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"f0e8ff68b";"0033PB081";"7003";"E. AYUDANTES ARC, BIB Y C. DOCUM U. A.";"PAS"
"bc27c97a0";"0000PB997";"CARGO";"CARGO";"OTROS"
"093788fd3";"0033PB081";"7003";"E. AYUDANTES ARC, BIB Y C. DOCUM U. A.";"PAS"
"e1f1a5685";"0000PB997";"CARGO";"CARGO";"OTROS"
"dcae27fb9";"0034PB015";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"40284aa71";"0000PB997";"CARGO";"CARGO";"OTROS"
"40284aa71";"0031PB030";"A0500";"Catedratico de universidad";"PDI"
"278e3b42d";"0034PB043";"A0506";"Profesor titular escuela universitaria";"PDI"
"10da5919d";"0026PB019";"7189";"E. CONSERJE";"PAS"
"16aef4964";"0027PB011";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"a5ba82ede";"0031PB011";"A0500";"Catedratico de universidad";"PDI"
"02fc2a94d";"0012PB018";"A0504";"Profesor titular universidad";"PDI"
"601c73fcb";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"9c92a0b6d";"0019PB003";"A0504";"Profesor titular universidad";"PDI"
"c2c278ba8";"0031PB057";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"3e54c139b";"0036PB035";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"682d7e350";"0000PB997";"OFICIALC";"OFICIAL CRUPO C";"PAS"
"4661dcb59";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"1ea54eed0";"0007PB001";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"ba8bcb99a";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"b5ea22a69";"0015PB091";"A0504";"Profesor titular universidad";"PDI"
"5c74d6047";"0007PB013";"7189";"E. CONSERJE";"PAS"
"66bafa8b9";"0028PB029";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"bf99a4b08";"0033PB024";"7003";"E. AYUDANTES ARC, BIB Y C. DOCUM U. A.";"PAS"
"01ef85fdd";"0000PB997";"7189";"E. CONSERJE";"PAS"
"d9e16e2f0";"0001PB055";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"2d10a39ad";"0022PB016";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"c71ab98da";"0015PB042";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"39585b301";"0030PB042";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"240e337d5";"0015PB067";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"20e1f49c3";"0015PB018";"A0504";"Profesor titular universidad";"PDI"
"20e1f49c3";"0000PB997";"CARGO";"CARGO";"OTROS"
"6329cc1ac";"0020PB003";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"622a88c79";"0037PB005";"7005";"E. ESPEC. ARCHIV. BIBLIOT, Y CENTROS DOC";"PAS"
"606de1033";"0016PB024";"CARGO";"CARGO";"OTROS"
"e01abb9f4";"0024PB011";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"538edaaa4";"0005PB004";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"d45c3004d";"0028PB024";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"0aebe65a9";"0010PB012";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"b83e34aa9";"0020PB031";"7035";"E. TECNICO MEDIO DE LA UNIV. DE ALIC.";"PAS"
"2d84584e3";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"3ca1158b4";"0016PB033";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"d496e6384";"0028PB092";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"76cdf3310";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"8d9fa7f0e";"0008PB012";"A0504";"Profesor titular universidad";"PDI"
"197040bee";"0038PB023";"7035";"E. TECNICO MEDIO DE LA UNIV. DE ALIC.";"PAS"
"eb88027f6";"0031PB024";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"a0fe2f358";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"cb52ce061";"0028PB092";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"287b833d3";"0007PB009";"CARGO";"CARGO";"OTROS"
"4bdb57b9c";"0016PB033";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"238dbd80d";"0008PB044";"A0500";"Catedratico de universidad";"PDI"
"ff6c6753e";"0015PB019";"A0504";"Profesor titular universidad";"PDI"
"74068bc19";"0007PB013";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"c0d17d628";"0038PB013";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"f2854b233";"0025PB051";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"fe773b741";"0009PB001";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"ff4100ad9";"0034PB008";"00063";"PROFESOR CONTRATADO DOCTOR (LOU)";"PDI"
"8e149449e";"0016PB016";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"8dbc16695";"0007PB006";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"c10fab8fa";"0009PB027";"CARGO";"CARGO";"OTROS"
"c10fab8fa";"0009PB027";"A0500";"Catedratico de universidad";"PDI"
"c42164eed";"0028PB011";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"9712cc2be";"0007PB028";"A0500";"Catedratico de universidad";"PDI"
"5e2f00f3d";"0033PB031";"7003";"E. AYUDANTES ARC, BIB Y C. DOCUM U. A.";"PAS"
"34a4c6034";"0000PB997";"CARGO";"CARGO";"OTROS"
"49c0b3dbf";"0033PB032";"7001";"E. ARCHI.,BIBLIOT. Y DOCUM. U. ALICANTE";"PAS"
"5895d5f5f";"0024PB028";"CARGO";"CARGO";"OTROS"
"5895d5f5f";"0024PB008";"A0506";"Profesor titular escuela universitaria";"PDI"
"7b6f5c546";"0013PB052";"A0504";"Profesor titular universidad";"PDI"
"161f516fe";"0012PB048";"00063";"PROFESOR CONTRATADO DOCTOR (LOU)";"PDI"
"2bcd3f1b1";"0026PB004";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"eef8919ff";"0037PB037";"CARGO";"CARGO";"OTROS"
"eef8919ff";"0037PB037";"A0504";"Profesor titular universidad";"PDI"
"d4a68b96a";"0019PB010";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"1d00841b9";"0025PB014";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"61273bf72";"0028PB093";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"255ed4cd5";"0036PB034";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"427783fcb";"0018PB026";"A0500";"Catedratico de universidad";"PDI"
"214471463";"0033PB020";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"41e7fca56";"0011PB028";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"e38b93799";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"edaf3cb90";"0013PB030";"A0504";"Profesor titular universidad";"PDI"
"edaf3cb90";"0013PB030";"CARGO";"CARGO";"OTROS"
"1db06e921";"0033PB111";"7001";"E. ARCHI.,BIBLIOT. Y DOCUM. U. ALICANTE";"PAS"
"d189f89fd";"0020PB004";"CARGO";"CARGO";"OTROS"
"d189f89fd";"0019PB055";"A0504";"Profesor titular universidad";"PDI"
"43d9263a6";"0039PB050";"7035";"E. TECNICO MEDIO DE LA UNIV. DE ALIC.";"PAS"
"f4faa43fa";"0033PB020";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"dedd814d1";"0000PB997";"00062";"PROFESOR COLABORADOR (LOU)";"PDI"
"fbae17182";"0028PB024";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"7400591d1";"0015PB004";"A0504";"Profesor titular universidad";"PDI"
"3a264aa99";"0019PB015";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"e8ae7432b";"0015PB007";"A0504";"Profesor titular universidad";"PDI"
"10ad4685e";"0007PB008";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"466e3cfde";"0000PB997";"CARGO";"CARGO";"OTROS"
"466e3cfde";"0007PB073";"A0506";"Profesor titular escuela universitaria";"PDI"
"b9e294a67";"0015PB010";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"a75c2f9ed";"0028PB024";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"1dde572a0";"0003PB010";"A0504";"Profesor titular universidad";"PDI"
"97badfdb3";"0014PB057";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"97badfdb3";"0006PB035";"7035";"E. TECNICO MEDIO DE LA UNIV. DE ALIC.";"PAS"
"e7996323c";"0031PB034";"A0504";"Profesor titular universidad";"PDI"
"907641bc1";"0000PB997";"CARGO";"CARGO";"OTROS"
"9f0573b9d";"0027PB006";"DOCENTE";"DOCENTE EXTERNO";"OTROS"
"7c54844c1";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"9ef9d7313";"0014PB012";"10016B";"TECNICO GRUPO B";"PAS"
"3cebad1b6";"0020PB005";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"4d3b8742d";"0000PB997";"CARGO";"CARGO";"OTROS"
"d08702e32";"0011PB027";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"7b4d82ac3";"0036PB032";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"ba08ca909";"0015PB010";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"77e4d4ae1";"0020PB021";"A0504";"Profesor titular universidad";"PDI"
"77e4d4ae1";"0000PB997";"CARGO";"CARGO";"OTROS"
"ea0860b4c";"0034PB015";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"4ede1ecbe";"0000PB997";"7035";"E. TECNICO MEDIO DE LA UNIV. DE ALIC.";"PAS"
"300f0b00a";"0005PB005";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"8356b0ee6";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"da0cc2922";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"aac7b8f76";"0028PB024";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"3a691b06b";"0037PB035";"7189";"E. CONSERJE";"PAS"
"284109997";"0026PB008";"CARGO";"CARGO";"OTROS"
"175d2ad0e";"0031PB043";"A0504";"Profesor titular universidad";"PDI"
"d0423da33";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"90422963a";"0000PB997";"6032";"E. AUXILIAR DE OOAA";"PAS"
"2cdc86b5a";"0026PB014";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"d860955b2";"0031PB009";"A0504";"Profesor titular universidad";"PDI"
"cfa9c1410";"0007PB069";"A0500";"Catedratico de universidad";"PDI"
"f48e6ab08";"0028PB032";"CARGO";"CARGO";"OTROS"
"5863351df";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"0fc19c2a4";"0015PB010";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"c19d36c54";"0016PB013";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"9eb1a2242";"0026PB014";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"a86b6b53c";"0028PB014";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"6614f4a2d";"0027PB003";"DOCENTE";"DOCENTE EXTERNO";"OTROS"
"84cad2280";"0033PB039";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"f60359d58";"0007PB050";"00060";"AYUDANTE (LOU)";"PDI"
"cccafdd57";"0028PB095";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"46826f596";"0007PB008";"CARGO";"CARGO";"OTROS"
"2e22c996e";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"f2bce22a1";"0000PB997";"BECUA1";"BECARIOS UA PRIMER PERIODO (BECA)";"PDI"
"a63e98887";"0007PB001";"7084";"E. ADMINISTRATIVA DE LA UNIV. DE GRANADA";"PAS"
"be39fda54";"0033PB118";"7001";"E. ARCHI.,BIBLIOT. Y DOCUM. U. ALICANTE";"PAS"
"12ee1f77f";"0000PB997";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"720084dd5";"0002PB019";"A0500";"Catedratico de universidad";"PDI"
"8540261ed";"0034PB087";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"898657f6d";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"8f7852de5";"0013PB014";"A0504";"Profesor titular universidad";"PDI"
"e6fb86e28";"0014PB053";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"f083509e3";"0015PB045";"A0500";"Catedratico de universidad";"PDI"
"80512d142";"0015PB057";"A0506";"Profesor titular escuela universitaria";"PDI"
"94bfc9fa7";"0015PB040";"A0504";"Profesor titular universidad";"PDI"
"43a4b8c98";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"77dda6dda";"0000PB997";"CARGO";"CARGO";"OTROS"
"42d4926fa";"0000PB997";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"b10143320";"0000PB997";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"4cfadc0f8";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"1b77a6592";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"d2178ef44";"0019PB009";"A0504";"Profesor titular universidad";"PDI"
"d5e2a20fa";"0000PB997";"CARGO";"CARGO";"OTROS"
"b3e60e336";"0024PB028";"CARGO";"CARGO";"OTROS"
"b3e60e336";"0024PB009";"A0504";"Profesor titular universidad";"PDI"
"ecedcc3ca";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"913aba481";"0031PB067";"7003";"E. AYUDANTES ARC, BIB Y C. DOCUM U. A.";"PAS"
"432ed8218";"0024PB048";"A0504";"Profesor titular universidad";"PDI"
"7e5afcb56";"0019PB021";"7035";"E. TECNICO MEDIO DE LA UNIV. DE ALIC.";"PAS"
"789ab233d";"0037PB028";"7035";"E. TECNICO MEDIO DE LA UNIV. DE ALIC.";"PAS"
"67a104a18";"0020PB004";"CARGO";"CARGO";"OTROS"
"f457c20f9";"0006PB033";"7035";"E. TECNICO MEDIO DE LA UNIV. DE ALIC.";"PAS"
"3b16377e0";"0000PB997";"CARGO";"CARGO";"OTROS"
"d4247d015";"0000PB997";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"aff3aa3c2";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"c3cffeb64";"0019PB031";"00062";"PROFESOR COLABORADOR (LOU)";"PDI"
"590d28755";"0007PB008";"CARGO";"CARGO";"OTROS"
"590d28755";"0007PB061";"A0506";"Profesor titular escuela universitaria";"PDI"
"b8afd7daf";"0013PB027";"A0504";"Profesor titular universidad";"PDI"
"3bf49e698";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"4cda7563e";"0028PB060";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"646dcaa1d";"0000PB997";"CARGO";"CARGO";"OTROS"
"646dcaa1d";"0012PB040";"A0504";"Profesor titular universidad";"PDI"
"efdf84b56";"0012PB037";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"e8a8fe8ce";"0020PB023";"A0504";"Profesor titular universidad";"PDI"
"efcfce470";"0019PB012";"A0500";"Catedratico de universidad";"PDI"
"289aa91e7";"0015PB044";"A0500";"Catedratico de universidad";"PDI"
"c8bb9387f";"0026PB014";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"077d33b25";"0012PB042";"A0504";"Profesor titular universidad";"PDI"
"033937a4e";"0033PB027";"7001";"E. ARCHI.,BIBLIOT. Y DOCUM. U. ALICANTE";"PAS"
"7674b0577";"0036PB003";"CARGO";"CARGO";"OTROS"
"cfcbc71bd";"0003PB019";"A0504";"Profesor titular universidad";"PDI"
"cfcbc71bd";"0000PB997";"CARGO";"CARGO";"OTROS"
"07b5d4ab9";"0020PB045";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"138e64b33";"0007PB033";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"78086c478";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"0b1566fc0";"0027PB011";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"b61e38a02";"0034PB008";"A0506";"Profesor titular escuela universitaria";"PDI"
"d12f4f4da";"0028PB053";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"615edb474";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"69b08b85e";"0033PB081";"7005";"E. ESPEC. ARCHIV. BIBLIOT, Y CENTROS DOC";"PAS"
"117a7be40";"0000PB997";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"2da7ad3de";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"443224fc9";"0011PB008";"A0504";"Profesor titular universidad";"PDI"
"b9c01ec17";"0028PB024";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"9f9b9e4a5";"0031PB019";"A0504";"Profesor titular universidad";"PDI"
"49a62f412";"0000PB997";"CARGO";"CARGO";"OTROS"
"d1b20942a";"0020PB004";"CARGO";"CARGO";"OTROS"
"b242385c3";"0031PB010";"A0504";"Profesor titular universidad";"PDI"
"65ac59608";"0028PB020";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"21655a902";"0025PB047";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"0f2a1f1bf";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"7e9568326";"0015PB021";"A0504";"Profesor titular universidad";"PDI"
"7e9568326";"0000PB997";"CARGO";"CARGO";"OTROS"
"136e2ab8b";"0015PB078";"A0504";"Profesor titular universidad";"PDI"
"e3fe59129";"0018PB031";"A0504";"Profesor titular universidad";"PDI"
"e3fe59129";"0000PB997";"CARGO";"CARGO";"OTROS"
"c59291c53";"0014PB051";"A0504";"Profesor titular universidad";"PDI"
"c5ce50a9d";"0001PB055";"7189";"E. CONSERJE";"PAS"
"120c35aa3";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"c903caf65";"0026PB019";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"267656876";"0000PB997";"10024";"GESTOR";"PAS"
"dcc33f522";"0000PB997";"INVESDOC";"INVESTIGADOR DOCTOR";"PDI"
"c9e17ab18";"0033PB081";"10018B";"TECNICO DE APOYO EN BIBLIOTECA GRUPO B";"PAS"
"afe741adf";"0012PB020";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"9b40a56c9";"0000PB997";"INVESPDI";"INVESTIGADOR PDI";"PDI"
"6598aff5c";"0000PB997";"BECUA2";"BECARIOS UA SEGUNDO PERIODO (CONTRATO)";"PDI"
"2637691dd";"0015PB037";"SP011";"BECARIO";"PDI"
"7f4808863";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"b8f386f46";"0031PB040";"A0500";"Catedratico de universidad";"PDI"
"b8f386f46";"0000PB997";"CARGO";"CARGO";"OTROS"
"12510243f";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"ad4be0e6c";"0028PB032";"00062";"PROFESOR COLABORADOR (LOU)";"PDI"
"ad4be0e6c";"0000PB997";"CARGO";"CARGO";"OTROS"
"432a333e9";"0012PB010";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"734566108";"0000PB997";"SP011";"BECARIO";"PDI"
"04ff53775";"0000PB997";"CARGO";"CARGO";"OTROS"
"04ff53775";"0015PB015";"A0504";"Profesor titular universidad";"PDI"
"f8aab6782";"0019PB018";"A0500";"Catedratico de universidad";"PDI"
"e56704f69";"0033PB023";"7003";"E. AYUDANTES ARC, BIB Y C. DOCUM U. A.";"PAS"
"6bfe90bf6";"0015PB033";"CARGO";"CARGO";"OTROS"
"6bfe90bf6";"0015PB033";"A0504";"Profesor titular universidad";"PDI"
"2286e67b3";"0024PB029";"CARGO";"CARGO";"OTROS"
"6155e9d17";"0000PB997";"CARGO";"CARGO";"OTROS"
"6155e9d17";"0031PB048";"00063";"PROFESOR CONTRATADO DOCTOR (LOU)";"PDI"
"4b78eec06";"0000PB997";"7189";"E. CONSERJE";"PAS"
"e5637e411";"0034PB010";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"4f1a26e11";"0033PB031";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"d33095899";"0006PB030";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"44ff9a3b6";"0000PB997";"CARGO";"CARGO";"OTROS"
"44ff9a3b6";"0015PB003";"A0504";"Profesor titular universidad";"PDI"
"43667ca7f";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"4d8dc3003";"0025PB048";"A0504";"Profesor titular universidad";"PDI"
"a970275d7";"0025PB047";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"11a0349f2";"0009PB012";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"591d2f436";"0000PB997";"CARGO";"CARGO";"OTROS"
"591d2f436";"0027PB006";"DOCENTE";"DOCENTE EXTERNO";"OTROS"
"2cd93c2e3";"0028PB050";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"d74a1010f";"0000PB997";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"c5aac1c40";"0015PB049";"A0500";"Catedratico de universidad";"PDI"
"f3fbc89e8";"0013PB012";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"37b309523";"0000PB997";"7035";"E. TECNICO MEDIO DE LA UNIV. DE ALIC.";"PAS"
"001e03096";"0025PB017";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"777375e00";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"05f3efe70";"0039PB051";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"3bf4c148c";"0005PB005";"7019";"E. ANALISTA-PROGRA. DE LA UNIV. DE ALIC.";"PAS"
"2aea07db8";"0028PB040";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"37077cc23";"0028PB001";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"00fabd387";"0016PB015";"7189";"E. CONSERJE";"PAS"
"cfb5dce43";"0007PB013";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"b818d3a4b";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"35795b11e";"0007PB033";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"3f947a37b";"0031PB017";"A0504";"Profesor titular universidad";"PDI"
"3f947a37b";"0000PB997";"CARGO";"CARGO";"OTROS"
"e58cf42f6";"0028PB092";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"6913170ff";"0015PB013";"A0504";"Profesor titular universidad";"PDI"
"9aac1ce3b";"0034PB020";"A0500";"Catedratico de universidad";"PDI"
"ee8ffb147";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"2a02f1657";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"fa95d0f38";"0007PB164";"7005";"E. ESPEC. ARCHIV. BIBLIOT, Y CENTROS DOC";"PAS"
